map url,Name,rating,reviews,keyword,Address,city,postal,state,country,region,website link,website short,featured,bar,food,lessons,leagues,24hrs,bays,Notes,details_desc,facility_img,facility_img2,facility_img3,facility_img4,map_link,active,facility_slug
https://www.google.ca/maps/place/Lynx+Ridge+Golf+Club/data=!4m7!3m6!1s0x53716961c22eb1f1:0x7403bc81a5eb1ee5!8m2!3d51.1152024!4d-114.2582804!16s%2Fg%2F1vxw7yl0!19sChIJ8bEuwmFpcVMR5R7rpYG8A3Q?authuser=0&hl=en&rclk=1,Lynx Ridge Golf Club,4.5,-327,Indoor golf course,8 Lynx Ridge Blvd,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Maximus+Indoor+Golf/data=!4m7!3m6!1s0x5390951eab27b36d:0x9304ccc478498086!8m2!3d55.2026869!4d-118.7931354!16s%2Fg%2F11tx5v1dks!19sChIJbbMnqx6VkFMRhoBJeMTMBJM?authuser=0&hl=en&rclk=1,Maximus Indoor Golf,4.9,-29,Indoor golf course,13502 99 St Bay#6,,,,,,,,,,,,,,,"""Large, relatively private rooms.""",,,,,,,,
https://www.google.ca/maps/place/Metro+Fairway+Indoor+Golfing/data=!4m7!3m6!1s0x537165a46b7192c5:0x98ab50fe7f45e44f!8m2!3d51.0979358!4d-114.053242!16s%2Fg%2F11g_yrvl1!19sChIJxZJxa6RlcVMRT-RFf_5Qq5g?authuser=0&hl=en&rclk=1,Metro Fairway Indoor Golfing,4.5,-206,Indoor golf course,5220 4 St NE #10,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/MFlex+Golf+%26+Lounge/data=!4m7!3m6!1s0x53132d3fc4014099:0x248d30c7900ebc16!8m2!3d50.0007331!4d-110.650014!16s%2Fg%2F11vfb2_gcd!19sChIJmUABxD8tE1MRFrwOkMcwjSQ?authuser=0&hl=en&rclk=1,MFlex Golf & Lounge,4.7,-34,Indoor golf course,26 Strachan Ct SE,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Ok+Golf/data=!4m7!3m6!1s0x53717118056cee89:0x2309223d7e06bc60!8m2!3d50.9807997!4d-113.9950945!16s%2Fg%2F11spdn35z6!19sChIJie5sBRhxcVMRYLwGfj0iCSM?authuser=0&hl=en&rclk=1,Ok Golf,4.8,-67,Indoor golf course,3138 Glenmore Ct SE,,,,,,,,,,,,,,,"""Great facility with lots of cool playing options.""",,,,,,,,
https://www.google.ca/maps/place/On+Par+Golf+and+Lounge/data=!4m7!3m6!1s0x539f8f74fbdea365:0x1671cfc07c3be687!8m2!3d53.5395058!4d-113.8873125!16s%2Fg%2F11g0jd64rc!19sChIJZaPe-3SPn1MRh-Y7fMDPcRY?authuser=0&hl=en&rclk=1,On Par Golf and Lounge,4.7,-79,Indoor golf course,485 South Ave Unit 144,,,,,,,,,,,,,,,"""Bring indoor shoes and be ready to have a blast.""",,,,,,,,
https://www.google.ca/maps/place/Paradise+Indoor+Golf/data=!4m7!3m6!1s0x539ff9231d94c1e1:0x41aafc68a7e3dd81!8m2!3d53.2765954!4d-113.5402202!16s%2Fg%2F11j_4q86r8!19sChIJ4cGUHSP5n1MRgd3jp2j8qkE?authuser=0&hl=en&rclk=1,Paradise Indoor Golf,4.8,-34,Indoor golf course,6109 45 St #1,,,,,,,,,,,,,,,"""Multi rooms are great for kids too.""",,,,,,,,
https://www.google.ca/maps/place/Rad+Golf/data=!4m7!3m6!1s0x5371716d640a33cf:0xbe2634137f7c566a!8m2!3d51.0154685!4d-114.0521926!16s%2Fg%2F11mts4r72x!19sChIJzzMKZG1xcVMRalZ8fxM0Jr4?authuser=0&hl=en&rclk=1,Rad Golf,4.9,-134,Indoor golf course,511 42 Ave SE,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Rad+Golf/data=!4m7!3m6!1s0x537455153bc5f08b:0xe36debcd9e175c84!8m2!3d52.2819772!4d-113.8108973!16s%2Fg%2F11rdqy6n0k!19sChIJi_DFOxVVdFMRhFwXns3rbeM?authuser=0&hl=en&rclk=1,Rad Golf,4.9,-77,Indoor golf course,6143 48 Ave #100,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Riverside+Golf+Centre/data=!4m7!3m6!1s0x537170fdc0d715b5:0xfeaf70078f892707!8m2!3d51.0624461!4d-114.1475321!16s%2Fg%2F1tpprmvn!19sChIJtRXXwP1wcVMRByeJjwdwr_4?authuser=0&hl=en&rclk=1,Riverside Golf Centre,4.5,-89,Indoor golf course,110 Point McKay Crescent NW,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Screen+Golf+Inc./data=!4m7!3m6!1s0x537165c0e3480907:0x7fee95ca9d12a036!8m2!3d51.0967658!4d-114.0057465!16s%2Fg%2F11f9x564cs!19sChIJBwlI48BlcVMRNqASncqV7n8?authuser=0&hl=en&rclk=1,Screen Golf Inc.,4.7,-104,Indoor golf course,4950 McCall Way NE #113,,,,,,,,,,,,,,,"""Great equipment, private rooms are large and very nice.""",,,,,,,,
https://www.google.ca/maps/place/SimSmith+Golf+Simulators/data=!4m7!3m6!1s0x537167e995671c4f:0x78a005661935e078!8m2!3d51.1510201!4d-114.065423!16s%2Fg%2F11w8fzy_05!19sChIJTxxnlelncVMReOA1GWYFoHg?authuser=0&hl=en&rclk=1,SimSmith Golf Simulators,5,-21,Golf shop,437 Country Hills Pl NW,,,,,,,,,,,,,,,"""Great simulator, very real golf experience even the putting is realistic!""",,,,,,,,
https://www.google.ca/maps/place/Sportech+Indoor+Golf/data=!4m7!3m6!1s0x53716f86c06395c3:0x45fecd89f2f8f66a!8m2!3d51.0445365!4d-114.0988159!16s%2Fg%2F11h_wp5ps8!19sChIJw5VjwIZvcVMRavb48onN_kU?authuser=0&hl=en&rclk=1,Sportech Indoor Golf,4.5,-71,Indoor golf course,1642 10 Ave SW #120,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Studio+Fore+Indoor+Golf/data=!4m7!3m6!1s0x53132d4e809ecaa7:0xd1d72805f64372cf!8m2!3d50.032814!4d-110.667572!16s%2Fg%2F11pd1vryrm!19sChIJp8qegE4tE1MRz3JD9gUo19E?authuser=0&hl=en&rclk=1,Studio Fore Indoor Golf,4.8,-65,Indoor golf course,753 6 St SE,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Tee+Time+Golf/data=!4m7!3m6!1s0x53a01982ff1e06e1:0x496a29dc50d092ac!8m2!3d53.4750704!4d-113.4679696!16s%2Fg%2F11vs1wgp3_!19sChIJ4QYe_4IZoFMRrJLQUNwpakk?authuser=0&hl=en&rclk=1,Tee Time Golf,5,-44,Indoor golf course,3920 91 St NW,,,,,,,,,,,,,,,"""The rooms are spacious and comfy, drink selection is great.""",,,,,,,,
https://www.google.ca/maps/place/The+19th+Hole/data=!4m7!3m6!1s0x539b2df3649f9cf5:0xf833bf8167fe69b5!8m2!3d53.8885187!4d-119.1194305!16s%2Fg%2F11vlvpkzgh!19sChIJ9ZyfZPMtm1MRtWn-Z4G_M_g?authuser=0&hl=en&rclk=1,The 19th Hole,,,Indoor golf course,1800 Pne Plz Rd,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/The+Bunker+Golf+Simulators/data=!4m7!3m6!1s0x53717b1f80625d1f:0x6b21e32ec80a8d02!8m2!3d51.0551647!4d-113.9875397!16s%2Fg%2F11s7qfwx3z!19sChIJH11igB97cVMRAo0KyC7jIWs?authuser=0&hl=en&rclk=1,The Bunker Golf Simulators,4.1,-10,Indoor golf course,401 33 St NE Unit 8,,,,,,,,,,,,,,,"""Most realistic and accurate simulators that I have played on in calgary.""",,,,,,,,
https://www.google.ca/maps/place/The+Golf+Den+Inc./data=!4m7!3m6!1s0x53a0179678fe90af:0x70dc774a4bc9aa08!8m2!3d53.5135545!4d-113.3295422!16s%2Fg%2F1v_vslc_!19sChIJr5D-eJYXoFMRCKrJS0p33HA?authuser=0&hl=en&rclk=1,The Golf Den Inc.,4.3,-54,Indoor golf course,975 Ordze Rd,,,,,,,,,,,,,,,"""Great atmosphere, great selection of courses to play to any handicap""",,,,,,,,
https://www.google.ca/maps/place/THE+GOLF+FACTORY/data=!4m7!3m6!1s0x53a020dd59900001:0xb62a9d43751b1e9a!8m2!3d53.5473411!4d-113.6376084!16s%2Fg%2F11np3gk9vy!19sChIJAQCQWd0goFMRmh4bdUOdKrY?authuser=0&hl=en&rclk=1,THE GOLF FACTORY,4.7,-70,Indoor golf course,10457 184 St NW,,,,,,,,,,,,,,,"""Big, open, no more claustrophobic hitting booths.""",,,,,,,,
https://www.google.ca/maps/place/The+Range+Virtual+Golf/data=!4m7!3m6!1s0x537505fad2d9b931:0x836950fc103113a3!8m2!3d52.4598441!4d-113.7353482!16s%2Fg%2F11shqht05s!19sChIJMbnZ0voFdVMRoxMxEPxQaYM?authuser=0&hl=en&rclk=1,The Range Virtual Golf,4.8,-15,Indoor golf course,4714 Hwy 2A,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/The+Rec+Room+Deerfoot/data=!4m7!3m6!1s0x537165b36b5a92cf:0xd8f320b0cb8c1ec!8m2!3d51.1093644!4d-114.0437827!16s%2Fg%2F11fy_n7dvk!19sChIJz5Jaa7NlcVMR7MG4DAsyjw0?authuser=0&hl=en&rclk=1,The Rec Room Deerfoot,4.1,"-5,523",Indoor golf course,1180-901 64 Ave NE,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/The+Turn+Indoor+Golf+and+Lounge/data=!4m7!3m6!1s0x53992d423ef34071:0x8e7b317173987e47!8m2!3d54.1421247!4d-115.6855195!16s%2Fg%2F11w80x3x90!19sChIJcUDzPkItmVMRR36Yc3Exe44?authuser=0&hl=en&rclk=1,The Turn Indoor Golf and Lounge,5,-4,Indoor golf course,5011 52 Ave,,,,,,,,,,,,,,,"""The soft top couches behind the play area are great as are the cocktails.""",,,,,,,,
https://www.google.ca/maps/place/The+Village+Golf+Course+Inc./data=!4m7!3m6!1s0x539e4a7f97800549:0x5c9616dbeaf06fea!8m2!3d53.2498933!4d-114.7102037!16s%2Fg%2F11bychy16d!19sChIJSQWAl39KnlMR6m_w6tsWllw?authuser=0&hl=en&rclk=1,The Village Golf Course Inc.,4.2,-64,Golf club,5427 Township Rd 494,,,,,,,,,,,,,,,"""Unbelievably fun & scenic course at a very affordable price.""",,,,,,,,
https://www.google.ca/maps/place/Towne+Centre+Golf/data=!4m7!3m6!1s0x5390916b3ea914cb:0xe4ff3957e92c3b82!8m2!3d55.1693229!4d-118.7901928!16s%2Fg%2F11pkcdsfjw!19sChIJyxSpPmuRkFMRgjss6Vc5_-Q?authuser=0&hl=en&rclk=1,Towne Centre Golf,4.8,-44,Indoor golf course,9845 99 Ave #8,,,,,,,,,,,,,,,"""Amazing facility.""",,,,,,,,
https://www.google.ca/maps/place/True+Swing+Indoor+Golf/data=!4m7!3m6!1s0x536e877fd991e2ab:0xa32ad7979795e1a9!8m2!3d49.6790156!4d-112.8020562!16s%2Fg%2F11jsvnbcns!19sChIJq-KR2X-HblMRqeGVl5fXKqM?authuser=0&hl=en&rclk=1,True Swing Indoor Golf,3.9,-36,Indoor golf course,1303 Mayor Magrath Dr S,,,,,,,,,,,,,,,"""You can bring your own food and drink.""",,,,,,,,
https://www.google.ca/maps/place/UDR+Indoor+Golf+-+Royal+Oak/data=!4m7!3m6!1s0x53716968ea10fc01:0x4f95133906b1dec3!8m2!3d51.1521876!4d-114.2081928!16s%2Fg%2F11q8xbvy3y!19sChIJAfwQ6mhpcVMRw96xBjkTlU8?authuser=0&hl=en&rclk=1,UDR Indoor Golf - Royal Oak,4.8,-119,Indoor golf course,4 Royal Vista Way NW #2200,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/VIP+GOLF+INC./data=!4m7!3m6!1s0x5370ca45c5c40001:0xe760f665c168e8eb!8m2!3d51.1770591!4d-115.5726622!16s%2Fg%2F11gk1cpj46!19sChIJAQDExUXKcFMR6-howWX2YOc?authuser=0&hl=en&rclk=1,VIP GOLF INC.,2.4,-19,Golf club,210 Bear St,,,,,,,,,,,,,,,"""It would be nice to see winter savings from",,,,,,,,
https://www.google.ca/maps/place/Virtual+Tee+Up+Indoor+Golf/data=!4m7!3m6!1s0x53a01f719539b329:0xd67f658ddd28a137!8m2!3d53.4781945!4d-113.4869699!16s%2Fg%2F11p118z47k!19sChIJKbM5lXEfoFMRN6Eo3Y1lf9Y?authuser=0&hl=en&rclk=1,Virtual Tee Up Indoor Golf,4.9,-144,Indoor golf course,4146 99 St NW,,,,,,,,,,,,,,,"""Excellent AC, snacks and the rooms are spacious and clean.""",,,,,,,,
https://www.google.ca/maps/place/WizGolf+Okotoks/data=!4m7!3m6!1s0x5371998e91f57dc9:0x61156456c1f9107d!8m2!3d50.7194056!4d-113.9556037!16s%2Fg%2F11fmd96gly!19sChIJyX31kY6ZcVMRfRD5wVZkFWE?authuser=0&hl=en&rclk=1,WizGolf Okotoks,4.7,-73,Indoor golf course,100 Stockton Ave,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/X+Factor+Indoor+Golf+%28South%29/data=!4m7!3m6!1s0x53717ba84f0666b3:0x682efe597edbe530!8m2!3d50.9906775!4d-113.9570145!16s%2Fg%2F11r3t9nxm2!19sChIJs2YGT6h7cVMRMOXbfln-Lmg?authuser=0&hl=en&rclk=1,X Factor Indoor Golf (South),4.9,-31,Indoor golf course,5334 72 Ave SE #182,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/YYC+Indoor+Golf/data=!4m7!3m6!1s0x53717bf3e38e13c1:0x8052cc3f83b58f8d!8m2!3d50.980377!4d-113.9666366!16s%2Fg%2F11s7wrfb2g!19sChIJwROO4_N7cVMRjY-1gz_MUoA?authuser=0&hl=en&rclk=1,YYC Indoor Golf,3,-2,Golf course,4710 80 Ave S E,,,,,,,,,,,,,,,"""Nice staff, great price, great simulator setup.""",,,,,,,,
