map_url,Name,MW4etd,UY7F9,W4Efsd,W4Efsd 2,W4Efsd 3,W4Efsd 4,FQ2IWe src,ah5Ghc,W4Efsd 5,doJOZc,W4Efsd 6,Jn12ke src
https://www.google.ca/maps/place/7+IRON+Golf+Simulator+24%2F7/data=!4m7!3m6!1s0x4b598d11fa3c09c1:0x5a9c8f2dc0f18a29!8m2!3d44.7340626!4d-63.7838176!16s%2Fg%2F11m5vyf80g!19sChIJwQk8-hGNWUsRKYrxwC2PnFo?authuser=0&hl=en&rclk=1,7 IRON Golf Simulator 24/7,,,Indoor golf course,·,2069 Hammonds Plains Rd,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNw2NjByf9iaM34XHJPtbGp1cNXD5_rcB7WqgLv=w80-h106-k-no,,,,,
https://www.google.ca/maps/place/7+IRON+Golf+Simulator+24%2F7/data=!4m7!3m6!1s0x4b598bcce8e2f37d:0x44e3a2df820d252a!8m2!3d44.6469!4d-63.71606!16s%2Fg%2F11wpzgqych!19sChIJffPi6MyLWUsRKiUNgt-i40Q?authuser=0&hl=en&rclk=1,7 IRON Golf Simulator 24/7,4.9,-16,Indoor golf course,·,1898 St Margarets Bay Rd,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipN1Jh0v-DIs0lM1quRUgnQbF5bCR6NIodVEOATZ=w137-h92-k-no,"""Good price point compared to other indoor spots too.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.ca/maps/place/Admiral%27s+Green/data=!4m7!3m6!1s0x4b0ca4119957b2ef:0x53113dc2bd9a7f96!8m2!3d47.5910443!4d-52.7475332!16s%2Fg%2F1tf4dmf7!19sChIJ77JXmRGkDEsRln-avcI9EVM?authuser=0&hl=en&rclk=1,Admiral's Green,4.4,-43,Golf course,·,,·,460 Allandale Rd,Open,⋅ Closes 4 p.m.,https://lh5.googleusercontent.com/p/AF1QipPFGhcdlyNvH7Kk6viqpkGrFCv4nwiIuFRvrX0u=w163-h92-k-no,"""Some great views and an excellent place for events.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/All+About+Golf+Sports+Bar/data=!4m7!3m6!1s0x4b5e52e0c29fd23d:0x49fb6313958bdd97!8m2!3d46.2351237!4d-63.1285691!16s%2Fg%2F11g0j6qrtb!19sChIJPdKfwuBSXksRl92LlRNj-0k?authuser=0&hl=en&rclk=1,All About Golf Sports Bar,4.8,-15,Indoor golf course,·,,·,172 Queen St,Open,⋅ Closes 10 p.m.,https://lh5.googleusercontent.com/p/AF1QipNh9D3WcH5EeBeWG97uOYNPAwkX48LvFLT34AOC=w80-h106-k-no,"""Great place.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Backyard+Links+Virtual+Golf+Studio/data=!4m7!3m6!1s0x4b7347476e1c8f83:0x3c188068a352fd11!8m2!3d47.6492431!4d-53.500986!16s%2Fg%2F11ybh1_p5d!19sChIJg48cbkdHc0sREf1So2iAGDw?authuser=0&hl=en&rclk=1,Backyard Links Virtual Golf Studio,,,Indoor golf course,·,,412 NL-80,,Closed,⋅ Opens 5 p.m.,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FygIr4VjcjGhEc4pLkJ_Zg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=124.817566&pitch=0&thumbfov=100,,
https://www.google.ca/maps/place/Bally+Haly+Country+Club/data=!4m7!3m6!1s0x4b0ca3e411d17f77:0xd44f27a05934271b!8m2!3d47.5896848!4d-52.6963784!16s%2Fm%2F0b6p2w_!19sChIJd3_REeSjDEsRGyc0WaAnT9Q?authuser=0&hl=en&rclk=1,Bally Haly Country Club,4.3,-127,Golf course,·,,·,100 Golf Course Rd,Open now,"Scenic, 18-hole golf course since 1896",https://lh5.googleusercontent.com/p/AF1QipMyMXZzwJnp9onCSuBcEPUKOX1YP1rUzk-3oH0t=w80-h106-k-no,"""Great golf experience but still a little pricey""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Belvedere+Golf+Club+Inc/data=!4m7!3m6!1s0x4b5e52a369012c03:0xfa3892d1a6220b7f!8m2!3d46.260734!4d-63.110557!16s%2Fg%2F11b5wl2qvw!19sChIJAywBaaNSXksRfwsiptGSOPo?authuser=0&hl=en&rclk=1,Belvedere Golf Club Inc,4.2,-99,Golf club,·,,·,1 Greensview Dr,Open,⋅ Closes 8 p.m.,https://lh5.googleusercontent.com/p/AF1QipM_LnusoNpLoWyMO-2Kks_FYh6Mvfd4EcN9WtlE=w163-h92-k-no,Onsite services,
https://www.google.ca/maps/place/Better+Golf+Bedford/data=!4m7!3m6!1s0x4b598978dc5f9ac5:0x6958a80eb2635e89!8m2!3d44.7281129!4d-63.7496708!16s%2Fg%2F11vqpkypfw!19sChIJxZpf3HiJWUsRiV5jsg6oWGk?authuser=0&hl=en&rclk=1,Better Golf Bedford,4.2,-28,Indoor golf course,·,1438 Hammonds Plains Rd,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipPyJ3S2o6601VWwoS8o3vM-dSpr3vwNahGVSnOC=w137-h92-k-no,,,,"""Great indoor facility.""",
https://www.google.ca/maps/place/Better+Golf+Fall+River/data=!4m7!3m6!1s0x4b5987ea05a28687:0xe0fb54dde1d0d069!8m2!3d44.7926191!4d-63.6430195!16s%2Fg%2F11wp74r32j!19sChIJh4aiBeqHWUsRadDQ4d1U--A?authuser=0&hl=en&rclk=1,Better Golf Fall River,4.3,-4,Indoor golf course,·,414 Windsor Junction Rd,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipM_nPO-97dX-vcQmSIPKtCqqAqSxcA-xL96BEOy=w122-h92-k-no,,,,,
https://www.google.ca/maps/place/BR8KING+PAR+GOLF/data=!4m7!3m6!1s0x4b734b17da2731e5:0x9599d966b2611b26!8m2!3d47.590849!4d-53.2688929!16s%2Fg%2F11ybzjly90!19sChIJ5TEn2hdLc0sRJhthsmbZmZU?authuser=0&hl=en&rclk=1,BR8KING PAR GOLF,,,Indoor golf course,·,,1 Bishops Rd,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h1a1RPPT1YxFE-iOUSqP1A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=231.5237&pitch=0&thumbfov=100,,
https://www.google.ca/maps/place/Brian+Affleck+Golf+Academy/data=!4m7!3m6!1s0x4b5c1ff38023e28f:0xf8b793f846e7af94!8m2!3d45.5625477!4d-62.6528862!16s%2Fg%2F11fl0qp22x!19sChIJj-IjgPMfXEsRlK_nRviTt_g?authuser=0&hl=en&rclk=1,Brian Affleck Golf Academy,3.5,-4,Golf instructor,·,,19 Bridge Ave,,,,https://lh5.googleusercontent.com/p/AF1QipPBXmY62zJaMNISZLowBRQc6K9gPxCgT4HBCdI1=w122-h92-k-no,Onsite services,
https://www.google.ca/maps/place/Cavendish+Beach+Adventure+Zone/data=!4m7!3m6!1s0x4b5fbfbf74ac2fb9:0x6430db770cea6b97!8m2!3d46.4846611!4d-63.4070892!16s%2Fg%2F11dd_ps_k0!19sChIJuS-sdL-_X0sRl2vqDHfbMGQ?authuser=0&hl=en&rclk=1,Cavendish Beach Adventure Zone,4.3,-62,Miniature golf course,·,·,,https://lh5.googleusercontent.com/p/AF1QipPLO4LOGcLUsizTKnc-3RF3CTdzKmhZIfhDzheK=w138-h92-k-no,,,18 Moore Rd,"""Lots of fun playing a decent",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Clubhouse+24%2F7+Golf+Simulators/data=!4m7!3m6!1s0x4b5a271753df1519:0x57f2f9dc31e3d3f9!8m2!3d44.6948719!4d-63.5478793!16s%2Fg%2F11wqfm77yb!19sChIJGRXfUxcnWksR-dPjMdz58lc?authuser=0&hl=en&rclk=1,Clubhouse 24/7 Golf Simulators,5,-94,Indoor golf course,·,219 Waverley Rd,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMS1OOFDZomdtUFYuzA11sGZ_oqujudAk6KK_aL=w80-h106-k-no,Onsite services,,,,
https://www.google.ca/maps/place/Clubhouse+24%2F7+Golf+Simulators/data=!4m7!3m6!1s0x4b59896de69622f3:0x85bc469b21196909!8m2!3d44.7375393!4d-63.6465445!16s%2Fg%2F11w3vn63dg!19sChIJ8yKW5m2JWUsRCWkZIZtGvIU?authuser=0&hl=en&rclk=1,Clubhouse 24/7 Golf Simulators,5,-139,Indoor golf course,·,299 Rocky Lake Dr #3,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNzioZZKuR0oK0SNvflhWbDuOYhWllUFiUqk7Ol=w80-h106-k-no,Onsite services,,,,
https://www.google.ca/maps/place/Coastal+Drive+Indoor+Simulators/data=!4m7!3m6!1s0x4b5e69334fc177f5:0x75cef044e67d8b22!8m2!3d46.1834462!4d-62.6511232!16s%2Fg%2F11q3z1_fr3!19sChIJ9XfBTzNpXksRIot95kTwznU?authuser=0&hl=en&rclk=1,Coastal Drive Indoor Simulators,5,-7,Indoor golf course,·,,5140 Hwy a a MacDonald,,Closed,⋅ Opens 3 p.m.,https://lh5.googleusercontent.com/p/AF1QipPxGKLm81ZuQhuj43PJvlyPSzlbThdg0DkMX6Ps=w80-h142-k-no,"""Best simulator ive tried, and I've been around to most on the island!""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Coastal+Golf+Canada/data=!4m7!3m6!1s0x4b67fb9e82516453:0xc47167e598372aef!8m2!3d46.1420674!4d-60.1906408!16s%2Fg%2F11rjqqlzd9!19sChIJU2RRgp77Z0sR7yo3mOVnccQ?authuser=0&hl=en&rclk=1,Coastal Golf Canada,4.5,-13,Indoor golf course,·,,·,224 Dorchester St,Closed,⋅ Opens 10 a.m. Tue,https://lh5.googleusercontent.com/p/AF1QipOYqHVwj_hwY5IqbWBw8ZdRx02pLZrb6BtSYW3C=w122-h92-k-no,In-store shopping,
https://www.google.ca/maps/place/Condors+Golf+Lounge+Inc./data=!4m7!3m6!1s0x4b5f493c4972df4d:0x817c453a84c3e5!8m2!3d45.8420693!4d-64.1646108!16s%2Fg%2F11vs_b7l5f!19sChIJTd9ySTxJX0sR5cOEOkV8gQA?authuser=0&hl=en&rclk=1,Condors Golf Lounge Inc.,5,-2,Indoor golf course,·,487 John Black Rd,Open,https://lh5.googleusercontent.com/p/AF1QipPmOG7qxTnuETb3d8tDR963tHvtNTFcx_QA2mAn=w134-h92-k-no,,,⋅ Closes 10 p.m.,,
https://www.google.ca/maps/place/Cube%27n+Links+Golf/data=!4m7!3m6!1s0x4b5987a7b934ca65:0x21101e3dfcfed421!8m2!3d44.8495456!4d-63.6075435!16s%2Fg%2F11tjyjl4w_!19sChIJZco0uaeHWUsRIdT-_D0eECE?authuser=0&hl=en&rclk=1,Cube'n Links Golf,5,-92,Indoor golf course,·,30 Behrent Ct,Open,https://lh5.googleusercontent.com/p/AF1QipPJAPlfJJO6xT-7EV6yb80qBSJzE0Y9VWQPvSOr=w80-h106-k-no,,⋅ Closes 11 p.m.,,,
https://www.google.ca/maps/place/Dormston+Indoor+Golf/data=!4m7!3m6!1s0x4b7bb32c23f89e3f:0xe06fb7427a666957!8m2!3d48.9425054!4d-57.9182054!16s%2Fg%2F11w8mlhx__!19sChIJP574Iyyze0sRV2lmekK3b-A?authuser=0&hl=en&rclk=1,Dormston Indoor Golf,5,-25,Indoor golf course,·,,·,171 W Valley Rd,Open,⋅ Closes 10 p.m.,https://lh5.googleusercontent.com/p/AF1QipME8nkH4fnupVOw_nZxydU3ctf6UjsBN2fRLtbI=w80-h106-k-no,Onsite services,
https://www.google.ca/maps/place/Double+Eagle+Indoor+Golf+Inc./data=!4m7!3m6!1s0x4b5f85c6d771fa39:0x253de686dd33ba9!8m2!3d46.3988525!4d-63.8040166!16s%2Fg%2F11rhyv1k2w!19sChIJOfpx18aFX0sRqTvTbWjeUwI?authuser=0&hl=en&rclk=1,Double Eagle Indoor Golf Inc.,5,-9,Indoor golf course,·,,·,30 Greenwood Dr,Open,⋅ Closes 10 p.m.,https://lh5.googleusercontent.com/p/AF1QipP0t1Hg6jlIsFNtbRBwlf4n_CETkq41ZdpwMIv-=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Nice clean facility, nice vibe and good fun."""
https://www.google.ca/maps/place/Eastern+Golf+Academy/data=!4m7!3m6!1s0x4b5e694203578e91:0x8747c0df3fc55b8b!8m2!3d46.2009278!4d-62.5868232!16s%2Fg%2F11y4y7g01s!19sChIJkY5XA0JpXksRi1vFP9_AR4c?authuser=0&hl=en&rclk=1,Eastern Golf Academy,5,-3,Golf instructor,·,,83 Dewars Ln,,,,https://lh5.googleusercontent.com/p/AF1QipN4p4LxOQHnHyjsLTxkKTsSltklTDObABeLP4ZM=w92-h92-k-no,"""Eastern Golf Academy is a great organization that promotes golf to youth.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Ellsworth+Indoor+Golf+%26+Grill/data=!4m7!3m6!1s0x4caef19c71a85315:0xc042ac3992e50a6d!8m2!3d44.5322649!4d-68.4002496!16s%2Fg%2F11vljw9jcz!19sChIJFVOocZzxrkwRbQrlkjmsQsA?authuser=0&hl=en&rclk=1,Ellsworth Indoor Golf & Grill,5,-3,Indoor golf course,·,25 Eastward Ln Ste 8,Open,https://lh5.googleusercontent.com/p/AF1QipPle0OlttGd8bOl0JBY2RIYTK_xHcIMb_fhMw12=w122-h92-k-no,Dine-in,⋅ Closes 11 p.m.,,,
https://www.google.ca/maps/place/Felte+Like+Golfing/data=!4m7!3m6!1s0x4b79d1fe3a1c1d03:0x905df1b7b8787ac5!8m2!3d49.4965418!4d-56.1767274!16s%2Fg%2F11rc87wzql!19sChIJAx0cOv7ReUsRxXp4uLfxXZA?authuser=0&hl=en&rclk=1,Felte Like Golfing,5,-1,Golf driving range,·,,1 Indian River Rd,,Open,⋅ Closes 9 p.m.,https://lh5.googleusercontent.com/p/AF1QipPh0iifJb9epmUQXKXJtOd0_XSnttKmUyPHZff_=w80-h106-k-no,,
https://www.google.ca/maps/place/FIREDRIVE+Indoor+Golf+%26+Lounge/data=!4m7!3m6!1s0x4ca7ab1717cc4429:0xc2c218a6bd2cefb3!8m2!3d45.4124676!4d-65.9473646!16s%2Fg%2F11w_c2gdvx!19sChIJKUTMFxerp0wRs-8svaYYwsI?authuser=0&hl=en&rclk=1,FIREDRIVE Indoor Golf & Lounge,4.9,-11,Recreation center,·,80 Millennium Dr Unit 402B,Open,https://lh5.googleusercontent.com/p/AF1QipME-DzW4tK2QPhaLHX3HMtndaFLp0DsTRDNIjc4=w162-h92-k-no,,⋅ Closes 10 p.m.,,,
https://www.google.ca/maps/place/Gander+Golf+Club/data=!4m7!3m6!1s0x4b76f261736504b1:0x4b9b3f6325c2213a!8m2!3d48.9560079!4d-54.6331726!16s%2Fg%2F1vl9r254!19sChIJsQRlc2HydksROiHCJWM_m0s?authuser=0&hl=en&rclk=1,Gander Golf Club,4.6,-67,Golf club,·,,·,251 Trans-Canada Hwy,Open,⋅ Closes 8:30 p.m.,https://lh5.googleusercontent.com/p/AF1QipOgm6E2nAytrtQaEHzMFkmLlCrulhzmJag0AiKW=w138-h92-k-no,Onsite services,
https://www.google.ca/maps/place/Golf+Driving+Range/data=!4m7!3m6!1s0x4c9f4926a1a9c847:0x95d12996064ca6e!8m2!3d47.499936!4d-64.9183778!16s%2Fg%2F11b5w9jsfb!19sChIJR8ipoSZJn0wRbspkYJkSXQk?authuser=0&hl=en&rclk=1,Golf Driving Range,4.5,-12,Golf course,·,61 Rue Roitelet,,https://lh5.googleusercontent.com/p/AF1QipMIqEC2R4Moi4-au-fkOkE61hUMVFKu1KYOYRHi=w80-h106-k-no,"""We'll maintained""",,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/GOLFSHOTZ+Cocktail+Bar+%2F+Indoor+Golf/data=!4m7!3m6!1s0x4b0cbd0f8dfae7f1:0x107731b385d8b705!8m2!3d47.5082511!4d-52.7941398!16s%2Fg%2F11h937gtsy!19sChIJ8ef6jQ-9DEsRBbfYhbMxdxA?authuser=0&hl=en&rclk=1,GOLFSHOTZ Cocktail Bar / Indoor Golf,5,-33,Indoor golf course,·,,·,181-D Commonwealth Ave,Open,⋅ Closes 11 p.m.,https://lh5.googleusercontent.com/p/AF1QipOekVZkUSYh8QJ7nrMJkglIuwGJcgeZ7THekaV2=w80-h106-k-no,Dine-in,
https://www.google.ca/maps/place/GOLFSHOTZ+Cocktail+Bar%2FIndoor+Golf/data=!4m7!3m6!1s0x4b7bb10018340e53:0x2bc543d6df46bd2c!8m2!3d48.9511999!4d-57.946776!16s%2Fg%2F11wn7x1040!19sChIJUw40GACxe0sRLL1G39ZDxSs?authuser=0&hl=en&rclk=1,GOLFSHOTZ Cocktail Bar/Indoor Golf,5,-1,Cocktail bar,·,,6 Commercial St,,Open,⋅ Closes 11 p.m.,https://lh5.googleusercontent.com/p/AF1QipMOdDczwZiInKscadyGKs4-aefFx4TCnzAFGnBN=w145-h92-k-no,No delivery,
https://www.google.ca/maps/place/Golfzon+Sackville/data=!4m7!3m6!1s0x4b5988ee1a3018d7:0x5e0e2eb9a617e37d!8m2!3d44.7660938!4d-63.6825417!16s%2Fg%2F11b6v7c7yl!19sChIJ1xgwGu6IWUsRfeMXprkuDl4?authuser=0&hl=en&rclk=1,Golfzon Sackville,3.9,-33,Indoor golf course,·,512 Sackville Dr,Open,https://lh5.googleusercontent.com/p/AF1QipPEyqSsaLQ_wqyjy0tnyXfC9z2QBFP1sgSNLjU=w122-h92-k-no,Onsite services,⋅ Closes 11:30 p.m.,,512 Sackville Dr,
