hfpxzc href,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd 2,doJOZc,W4Efsd 3,W4Efsd 4,W4Efsd 5,W4Efsd 6,FQ2IWe src,ah5Ghc,Jn12ke src
https://www.google.ca/maps/place/Rodeo+Plaza+Screen+Golf/data=!4m7!3m6!1s0x89c2f7138fb1024d:0xf863c387a0fc2deb!8m2!3d40.8466504!4d-73.9992531!16s%2Fg%2F11sqw52_5_!19sChIJTQKxjxP3wokR6y38oIfDY_g?authuser=0&hl=en&rclk=1,Rodeo Plaza Screen Golf,4.2,-94,Indoor golf course,·,,·,225 Broad Ave #101,Open,⋅ Closes 12 a.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npsonfWedIkJZ0vT_VwRa8VZsWG_HvyGzLUWhM-ePUnMMm6jyyU5AgQJvZMEFMyCHK4aoC5xa2xBgDx2ks43yDveRGO8CwPdD6I3BY9PrCptJmxrQPeDNrOEMFOPptOnO6bSIz-YA=w80-h106-k-no,"""We had a great experience and played for 3 hours.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Chatham+Indoor+Golf+Club/data=!4m7!3m6!1s0x89c3afef9b9d3367:0x53284681565e0eb7!8m2!3d40.7399133!4d-74.3757095!16s%2Fg%2F11sdbn4wjl!19sChIJZzOdm--vw4kRtw5eVoFGKFM?authuser=0&hl=en&rclk=1,Chatham Indoor Golf Club,4.3,-11,Indoor golf course,·,,·,11A Roosevelt Ave,Open,⋅ Closes 12 a.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nozYNb_8il4RQnGjbyUgJYkv_g5eivENF7X0yaUF36gSOf-Di__8P_gxZae1IlnSTsqe9M4VNToDeYwOLj_LxhH4-rgmDzD1cZG0IfD10GNeLTs1HUIjKrkMGM7fn6zBYRA4felcA=w122-h92-k-no,"""Two types of memberships, the full membership seems to be much better value.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/SSWING/data=!4m7!3m6!1s0x89c2595b7b3a5e6f:0x36efd81c7ee9e607!8m2!3d40.7547214!4d-73.9743401!16s%2Fg%2F11n_ys88n5!19sChIJb146e1tZwokRB-bpfhzY7zY?authuser=0&hl=en&rclk=1,SSWING,3.9,-35,Indoor golf course,·,,·,"245 Park Avenue, E 47th St Level Retail",Open,⋅ Closes 6 p.m.,https://lh3.googleusercontent.com/p/AF1QipNXRlfFb7bxxQST15MMPD6xz2Mp3UkL3n4sEQ6i=w122-h92-k-no,"""Fantastic facility and excellent golf instruction.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Golfzon+Range+by+Leadbetter/data=!4m7!3m6!1s0x89c2f91e93ab2d3d:0x1075c28588ec9480!8m2!3d40.8558385!4d-74.0331092!16s%2Fg%2F11s8917kcn!19sChIJPS2rkx75wokRgJTsiIXCdRA?authuser=0&hl=en&rclk=1,Golfzon Range by Leadbetter,4.7,-64,Golf driving range,·,,·,260 Bergen Turnpike Unit I,Open,⋅ Closes 8 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npjSWvNilfoRIfE5jXiAp6qTSf85SgyrNwNJ_qjfam_FHgk93pYCj_JGKE5ED3ghOdd3v-UxcJb4dXB3SsQCTChHQUqH4fB_hs4vKcvd09eewEG42FrEnTUA7wcHLtW1FHH6Ywo2g=w138-h92-k-no,"""The simulators are very accurate and give great feedback.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/GolfCave/data=!4m7!3m6!1s0x89c3a50001bc0325:0xcef51818850709ec!8m2!3d40.6985495!4d-74.4085023!16s%2Fg%2F11wqzbh15c!19sChIJJQO8AQClw4kR7AkHhRgY9c4?authuser=0&hl=en&rclk=1,GolfCave,5,-5,Indoor golf course,·,,·,675 Central Ave # 2,Open,⋅ Closes 9 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq4qusPtU1FWJFigmN1CrUFNV3O_Qg5SYI0OVIqgRY2lDM2EbOmcyZDn8wPWP6oWXp-qxgrK-0XEotSGbBJtaat3noZIpDeVpSLRy6G2tWNTtsc-tjk1oZ7NBLke6KcIwHTjsBzLQ=w137-h92-k-no,"""The golf setup is pristine.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Brooklyn+Red+Hook+Golf/data=!4m7!3m6!1s0x89c25b98baa055b9:0xdc9ed4e636a1f1e8!8m2!3d40.6774992!4d-74.0106521!16s%2Fg%2F11l5q0yw2r!19sChIJuVWguphbwokR6PGhNubUntw?authuser=0&hl=en&rclk=1,Brooklyn Red Hook Golf,5,-1,Indoor golf course,·,,99 King St,,Closed,⋅ Opens 9 a.m. Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqtlHIteI_MMFW-XQKFxntkJe2TNysKUNNjeIkggrdQ7o8_doYLamCTPOrdV8VxgvS3b7zcR5Nmr2gUD78EuDFRh7-3JPvbtCqt9kEp4EbprOU4afd9zb2FjiIa5oduHSjrcNdL=w92-h92-k-no,"""Super fun golf simulator!""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Powerhouse+Golf+Club/data=!4m7!3m6!1s0x89c2514e91d9df4d:0xe1b33e40d94c471a!8m2!3d40.7220044!4d-74.0394406!16s%2Fg%2F11mdprpbdz!19sChIJTd_ZkU5RwokRGkdM2UA-s-E?authuser=0&hl=en&rclk=1,Powerhouse Golf Club,,,Indoor golf course,·,,161 2nd St,,,,https://lh3.googleusercontent.com/p/AF1QipMywb-UPsiYj6XAlSH6L8zVpxQACVAeOGWgqsaA=w80-h106-k-no,,
https://www.google.ca/maps/place/Friends+Screen+Golf/data=!4m7!3m6!1s0x89c2f70176cf9243:0x3301188474e2bb80!8m2!3d40.8312063!4d-73.992874!16s%2Fg%2F11srfxz2k1!19sChIJQ5LPdgH3wokRgLvidIQYATM?authuser=0&hl=en&rclk=1,Friends Screen Golf,4,-42,Indoor golf course,·,,685 Bergen Blvd,,Open,⋅ Closes 12 a.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrqtrcd4S9X7jh_gn9PGmcnIpAz2bvo18O6xNYDEeGqa-T8fzNS7Clln6iMicmAf9jRZQBYIcsa1CQg0L_Svn8xZuSzUmgJ0pe09gty4G2NF4B2vF9sMNQcaQMWmBpJs6-eBNiW=w122-h92-k-no,"""Pristine and clean facility, high ceilings and great customer service.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Under+Par+NJ/data=!4m7!3m6!1s0x89c2ef1beecdc975:0xafc307e52d16071f!8m2!3d41.0169298!4d-73.9464985!16s%2Fg%2F11vx6qpqwf!19sChIJdcnN7hvvwokRHwcWLeUHw68?authuser=0&hl=en&rclk=1,Under Par NJ,4.9,-19,Indoor golf course,·,,281 Livingston St,,Open,⋅ Closes 9 p.m.,https://lh3.googleusercontent.com/p/AF1QipOheYK-SZAQatqtN0WabQotrqqnQLzEoj2s8QzI=w122-h92-k-no,"""Simulator was great, the technology was awesome and accurate.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Xfit+Golf+Lab/data=!4m7!3m6!1s0x89c2f7177c3824e5:0x1a80a26a0b916149!8m2!3d40.8400126!4d-73.9810423!16s%2Fg%2F11m1mphbfn!19sChIJ5SQ4fBf3wokRSWGRC2qigBo?authuser=0&hl=en&rclk=1,Xfit Golf Lab,5,-101,Golf instructor,·,,1224 Anderson Ave #9,,Open,⋅ Closes 5 p.m.,https://lh3.googleusercontent.com/p/AF1QipNleZ5J46zypYUvglWReEPSNABdOl_CYne9F93f=w80-h106-k-no,Onsite services,
https://www.google.ca/maps/place/Swingers+NoMad/data=!4m7!3m6!1s0x89c2591e52564965:0x911c267e3b00d896!8m2!3d40.7462976!4d-73.9889315!16s%2Fg%2F11t0m4fxk6!19sChIJZUlWUh5ZwokRltgAO34mHJE?authuser=0&hl=en&rclk=1,Swingers NoMad,4.4,"-1,042",Miniature golf course,·,,35 W 29th St,,Open,⋅ Closes 1 a.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no01kgzdYUyjDiRyMeA1YL5NF-9qkiFeeHuA0K6hc2Zi7WgufYpWQFsXQYpffF384RcZeOzKPHh_60E-1eYcAE7TsbdoHzC93r74u553hEkll2Wx6wpjbDXa1sXFJyowOqtcgJN=w80-h142-k-no,"""Huge space with multiple",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Golf+Ready+Academy/data=!4m7!3m6!1s0x89c2ef1e504c635b:0xdbd1f7dee15c47ec!8m2!3d40.9825885!4d-74.0147263!16s%2Fg%2F11vwzq5hzp!19sChIJW2NMUB7vwokR7Edc4d730ds?authuser=0&hl=en&rclk=1,Golf Ready Academy,5,-21,Indoor golf course,·,,·,41 Bergenline Ave,Open,⋅ Closes 7 p.m.,https://lh3.googleusercontent.com/p/AF1QipMvnKc6Ce0NiYCzjEnoVraXmDfjs92uu8YUtp9E=w80-h106-k-no,Onsite services,
https://www.google.ca/maps/place/Challenger+Bay+Indoor+Golf+%26+Sports+Bar/data=!4m7!3m6!1s0x89c2e9fd39ddf94f:0x7a181f1434bcc6f2!8m2!3d41.0939216!4d-73.9467093!16s%2Fg%2F11tg6phrsg!19sChIJT_ndOf3pwokR8sa8NBQfGHo?authuser=0&hl=en&rclk=1,Challenger Bay Indoor Golf & Sports Bar,5,-21,Indoor golf course,·,,·,306 NY-59,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipM5KbZ3_0aiQbT7BGU_1YMitUIpQjl5han-c2A7=w122-h92-k-no,"""The place was clean and the bays for the virtual golf were good.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/The+Clubhouse+%7C+Eat+%E2%80%A2+Drink+%E2%80%A2+Golf/data=!4m7!3m6!1s0x89c301221cfa1821:0xaec721eeb313bf5e!8m2!3d40.881737!4d-74.2883613!16s%2Fg%2F11cs9wspm4!19sChIJIRj6HCIBw4kRXr8Ts-4hx64?authuser=0&hl=en&rclk=1,The Clubhouse | Eat • Drink • Golf,4.8,-163,Indoor golf course,·,,·,410 US-46,Open,⋅ Closes 12 a.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqIOnsT_ZZDgX8our8KBp_ifVBSRwFfSvb93S0yvcRjsNEa5Uud31bNeeYZoUeWQpqZb1-5DcOkUoJSGHYxB8cVPiFKwhiUHt6MzbOAEWq130muAEyJIje-M0Ez5oOT1x5F6NWh=w137-h92-k-no,Dine-in,
https://www.google.ca/maps/place/Tee+Time+Golf/data=!4m7!3m6!1s0x89c25911ee2cd84b:0xaf0dd59d8c56b1af!8m2!3d40.7462548!4d-73.9866105!16s%2Fg%2F11vwrbmdgp!19sChIJS9gs7hFZwokRr7FWjJ3VDa8?authuser=0&hl=en&rclk=1,Tee Time Golf,5,-10,Indoor golf course,·,,·,286 5th Ave FL8,Open,⋅ Closes 9 p.m.,https://lh3.googleusercontent.com/p/AF1QipMhqx5VwrLj2EYh2WIyqTJg7fLGMJZWaMvBBKCK=w80-h106-k-no,Onsite services,
https://www.google.ca/maps/place/Play!+Hoboken/data=!4m7!3m6!1s0x89c2575c20241a63:0x4dedd0c56a31b80c!8m2!3d40.7502593!4d-74.0331064!16s%2Fg%2F1tdfp55r!19sChIJYxokIFxXwokRDLgxasXQ7U0?authuser=0&hl=en&rclk=1,Play! Hoboken,4,-96,Indoor golf course,·,,·,1012 Grand Street FL3 FL2,Open,⋅ Closes 12 a.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrvD4-jZSgtCnQzk8VWfwKTDG7X3dR4u_FPgrJshGDYcDTIfP2BanOl7VRdhqrk3hy7MGEIJUP10bojIYVb9nnmxBSLyyZe6URodN2CylAe6Sd6QwinJ2JAdNVUItSFSl8f1v0v=w122-h92-k-no,"""Amazing atmosphere, great prices, and awesome employees.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Edge+Golf/data=!4m7!3m6!1s0x89c2f75f634af7a5:0x4efca9d1236fb5b6!8m2!3d40.8253147!4d-73.973807!16s%2Fg%2F11v0gmcd8z!19sChIJpfdKY1_3wokRtrVvI9Gp_E4?authuser=0&hl=en&rclk=1,Edge Golf,4.7,-59,Indoor golf course,·,,·,"US, 18 Edgewater Town Center",Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrohUhMQuK4aSSifw8MzibqXLp7G2edaiUj9gMkNwjRn5Lnw3VIy84pZL-PcXlbDfDOb9j7kx2fJU8RkNwX8l11nIrzJ1YnwVOchXYSbo6Ux47Z-j-SmOwM2f2iK064NHYG2etiT9TX6Kg=w80-h106-k-no,"""Clean, luxurious, and stress-free atmosphere with a new golf stimulator.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/JS+Screen+Golf+%7C+Indoor+Golf+Lesson+%7C+%EC%8A%A4%ED%81%AC%EB%A6%B0%EA%B3%A8%ED%94%84+%EB%89%B4%EC%A0%80%EC%A7%80+%7C+Trackman+Indoor+Golf/data=!4m7!3m6!1s0x89c2ef479ef7dff1:0x9a1633c25e16de3a!8m2!3d41.0167896!4d-73.9462548!16s%2Fg%2F11h4nhmvy6!19sChIJ8d_3nkfvwokROt4WXsIzFpo?authuser=0&hl=en&rclk=1,JS Screen Golf | Indoor Golf Lesson | 스크린골프 뉴저지 | Trackman Indoor Golf,4.9,-11,Golf instructor,·,,·,283 Livingston St,Open,⋅ Closes 5 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqT9GZxup0Oe1GWQK8CovInvh-9NBmL1-CE1bwpGQ2cVslbXQxY8an58cOGVAWPj3-AsetxdAcjkrMShsVC-AfbfgrdVG_4QvRXZ_OWR-x7adGxm_9Eq5VIc8klU6xOhu41J4mtfA=w80-h111-k-no,"""Nice indoor facility and friendly owner and staffs.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Wins%27+Society+Golf/data=!4m7!3m6!1s0x89c259e155391309:0x7d4b8138857e7c93!8m2!3d40.722304!4d-73.9552499!16s%2Fg%2F11tp2j0ys9!19sChIJCRM5VeFZwokRk3x-hTiBS30?authuser=0&hl=en&rclk=1,Wins' Society Golf,4.5,-8,Indoor golf course,·,,·,8 Berry St #4,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/p/AF1QipO2Send39nayKMLSVSXKPyqLFTQfI3ldQH-Q4ep=w163-h92-k-no,"""Excellent staff and a supportive and chill member community.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/The+Green+862/data=!4m7!3m6!1s0x89c3a9ef59ce2e33:0xf51c59b2f35725fc!8m2!3d40.8274015!4d-74.3300258!16s%2Fg%2F11wtxwy2dn!19sChIJMy7OWe-pw4kR_CVX87JZHPU?authuser=0&hl=en&rclk=1,The Green 862,4.6,-7,Indoor golf course,·,,600 Eagle Rock Ave,,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipOI3wXikbGMaDVnTSl6G-zV1vKZ2xAdExepEUV6=w92-h92-k-no,"""He has been  helpful teaching me how to play golf.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Puttery/data=!4m7!3m6!1s0x89c25965c0721a53:0xb772a1dfc108f022!8m2!3d40.7417118!4d-74.0075088!16s%2Fg%2F11sx343klg!19sChIJUxpywGVZwokRIvAIwd-hcrc?authuser=0&hl=en&rclk=1,Puttery,4.4,-449,Indoor golf course,·,,·,446 W 14th St,Open,⋅ Closes 1 a.m.,https://lh3.googleusercontent.com/p/AF1QipMb5J_iwjBaHwHP0eIwGRTUl6L6dTDrmVEPyipB=w138-h92-k-no,No delivery,
https://www.google.ca/maps/place/The+Golf+Zone+Club+Fitting/data=!4m7!3m6!1s0x89c39c154f22369f:0x151474dd8fe8b854!8m2!3d40.8399302!4d-74.7055362!16s%2Fg%2F1tmxghbg!19sChIJnzYiTxWcw4kRVLjoj910FBU?authuser=0&hl=en&rclk=1,The Golf Zone Club Fitting,3.6,-102,Indoor golf course,·,,·,239 US-206,Open,⋅ Closes 9 p.m.,https://lh3.googleusercontent.com/p/AF1QipPjrU3StXZ61lpdzl-wqM9JZFSGEhFYUxZ-Xyus=w122-h92-k-no,"""Great fun at reasonable prices""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/GOLFTEC+East+Hanover/data=!4m7!3m6!1s0x89c3a8f52bc0077b:0x626cc713184e023e!8m2!3d40.8090566!4d-74.3826741!16s%2Fg%2F1vljh8cn!19sChIJewfAK_Wow4kRPgJOGBPHbGI?authuser=0&hl=en&rclk=1,GOLFTEC East Hanover,4.6,-19,Golf instructor,·,,·,145 NJ-10,Open,⋅ Closes 4 p.m.,https://lh3.googleusercontent.com/p/AF1QipPnlv4tmXxr6qpbl5uXOt2S4Z8pzHHZKXswrHMN=w138-h92-k-no,"""Facilities are pretty nice and clean.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/The+Bunker/data=!4m7!3m6!1s0x89c3836a9d40c381:0x5f5b381bff6b9f04!8m2!3d40.83484!4d-74.8219022!16s%2Fg%2F11wtv7yqqh!19sChIJgcNAnWqDw4kRBJ9r_xs4W18?authuser=0&hl=en&rclk=1,The Bunker,,,Indoor golf course,·,,500 Schooleys Mountain Rd,,Open,⋅ Closes 12 a.m.,https://lh3.googleusercontent.com/p/AF1QipPbbGXlphi8gJHE2yuBpgUR3vlvy-57j7qkRj3K=w87-h92-k-no,,
https://www.google.ca/maps/place/The+Eagle+Club/data=!4m7!3m6!1s0x89c39bc4cf182d2f:0x9a443f08d898bec3!8m2!3d40.7838503!4d-74.6953193!16s%2Fg%2F11n0gnr3tp!19sChIJLy0Yz8Sbw4kRw76Y2Ag_RJo?authuser=0&hl=en&rclk=1,The Eagle Club,5,-12,Golf club,·,,·,125 Maple Ave,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipNaufqnbrLGbf6iTVex0Qc_ArUotkg13m1tiooA=w122-h92-k-no,"""Place is clean, simulator is easy to use.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/GOLFTEC+Englewood/data=!4m7!3m6!1s0x89c2f0d79fccf99f:0x51f2a43c8368c072!8m2!3d40.881934!4d-73.9838657!16s%2Fg%2F1tcysrvz!19sChIJn_nMn9fwwokRcsBogzyk8lE?authuser=0&hl=en&rclk=1,GOLFTEC Englewood,4.5,-22,Golf instructor,·,,·,380 Nordhoff Pl,Open,⋅ Closes 5 p.m.,https://lh3.googleusercontent.com/p/AF1QipO1bfJKv_oyW6qQexCi0RChQfYUa47C8pmv6VDP=w138-h92-k-no,Onsite services,
https://www.google.ca/maps/place/Essex+Golf+Center/data=!4m7!3m6!1s0x89c3a9ebf17deb81:0xcaf6cb392c0b2b3!8m2!3d40.8273124!4d-74.3300323!16s%2Fg%2F1tl9nhtn!19sChIJget98eupw4kRs7LAkrNsrww?authuser=0&hl=en&rclk=1,Essex Golf Center,4.1,-194,Golf driving range,·,,·,600 Eagle Rock Ave,Open,⋅ Closes 9 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq_bNdGOd-yQrHNDpTCw9JiY5BnH7u3oALpvYQLFXhYON1o_xn8ruzSII_7UqRHCloIuTjqpD2mfbIsD7h5_FitkH-K6vHZGX24ZUFPxlDuWSnm1uvFRfP0XDHzxikZ38EfVIst=w122-h92-k-no,Onsite services,
https://www.google.ca/maps/place/The+Ryder+Cup+Room/data=!4m7!3m6!1s0x89c252f02ffd7465:0x78c7df60b847c02f!8m2!3d40.7451652!4d-74.0088118!16s%2Fg%2F1t_wq80c!19sChIJZXT9L_BSwokRL8BHuGDfx3g?authuser=0&hl=en&rclk=1,The Ryder Cup Room,3.7,-3,Indoor golf course,·,,·,Pier 59 - 18th St. & Hudson River Park,Open,⋅ Closes 12 a.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqVFuavJlVLdA-D9ICnvqblbD8cd8xkwba5-HsJpkjGLmzyGNcYAt5V3pRYaHAzg-5tnBBEXYgS9qvUl1S_rZmaaET3t0Jl6iRIAQsrUPVzY6X2bfYYeZvSVppBLmBdp4FC08uX8g=w122-h92-k-no,,
https://www.google.ca/maps/place/The+Bridge+Golf+Learning+Center/data=!4m7!3m6!1s0x89c2f60e2b1e8a87:0x91f2eb8b45e08872!8m2!3d40.8014274!4d-73.947827!16s%2Fg%2F11c42fc73_!19sChIJh4oeKw72wokRcojgRYvr8pE?authuser=0&hl=en&rclk=1,The Bridge Golf Learning Center,4.3,-11,Golf instructor,·,,·,33 W 116th St,Open,⋅ Closes 4 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npKcnVsu1OemQlfXy7xboXYhu96TtLt936VbwGzSZhn6P3pxvUDeiCDYZJgKCuzHqWl_EInq5_9GhfggEKK7btje8M90Nw8HrJHIYzrvftMHasREfUq9tnxBp8moJk6BW9Yu0j9DA=w122-h92-k-no,Onsite services,
https://www.google.ca/maps/place/Chelsea+Piers+Golf+Club/data=!4m7!3m6!1s0x89c259c711842655:0x2dcbd07bd087a24b!8m2!3d40.7455355!4d-74.0087126!16s%2Fg%2F1wb8vm2n!19sChIJVSaEEcdZwokRS6KH0HvQyy0?authuser=0&hl=en&rclk=1,Chelsea Piers Golf Club,4.2,-330,Golf driving range,·,,·,59 Chelsea Piers,Open,⋅ Closes 12 a.m.,https://lh3.googleusercontent.com/p/AF1QipPA7-wxjInFpnvar8ArXYsr84e1HuT7WJtUk7rw=w138-h92-k-no,Onsite services,
https://www.google.ca/maps/place/Two+T%27s+Family+Entertainment+Center/data=!4m7!3m6!1s0x89c46eba63e279ab:0x142fc9feb59f738f!8m2!3d40.7398547!4d-75.2369684!16s%2Fg%2F1tt8d6d7!19sChIJq3niY7puxIkRj3Oftf7JLxQ?authuser=0&hl=en&rclk=1,Two T's Family Entertainment Center,4.5,-822,Miniature golf course,·,,·,3521 Sullivan Trail,Open,⋅ Closes 8 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq82igN9nvDWY3cR1-sHlprWgrgrUDitcCyrkOoMEWX47TEHQBqe7lMIM5dEaBC_jblLmtrDO-NZoHll-w2n0oKHlYCU5v6FFpxeDT86mGEWaIK_cio-HtB1Ky9inkWwM6dCmIJ=w80-h106-k-no,"""Fun spot with",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Space+Adventure+Mini+Golf+%26+Mirror+Maze/data=!4m7!3m6!1s0x89c2e9104efb36e5:0x3c86c2f305752182!8m2!3d41.0970008!4d-73.9541217!16s%2Fg%2F11l435_z5p!19sChIJ5Tb7ThDpwokRgiF1BfPChjw?authuser=0&hl=en&rclk=1,Space Adventure Mini Golf & Mirror Maze,4.3,-142,Miniature golf course,·,,·,1000 Palisades Center Dr,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipONlpadllNdu1GPA__oCYhcjMv3c-RKpMJO9wMk=w80-h106-k-no,"""It's blacklight and has a space theme and the holes are well designed.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Greenside+Golf+Academy+Nexus+Golf/data=!4m7!3m6!1s0x89c25a17444edf89:0x5e84bbbb1bef8a21!8m2!3d40.7133159!4d-74.0101118!16s%2Fg%2F11btmq601r!19sChIJid9ORBdawokRIYrvG7u7hF4?authuser=0&hl=en&rclk=1,Greenside Golf Academy Nexus Golf,4.9,-39,Golf instructor,·,,·,100 Church St,Open,⋅ Closes 9 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nog3ejShVM14h86feDOrKOt-1SZ_i0w5wjbtSLGVlAtcWJkzMNTQB5GKW0vQY64voTNX6J-uMzxIpTvnCoth8uURyb-CoP-OTopmXe6xndhUC56NidUHBlgnYP5baS4dXSNW53i=w138-h92-k-no,"""Never too crowded, with ample space to warm up before a lesson.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Monster+Mini+Golf+Fairfield/data=!4m7!3m6!1s0x89c300d1273bb1af:0xd4a4003c0f8022f0!8m2!3d40.8730093!4d-74.3026673!16s%2Fg%2F1tf8v0ry!19sChIJr7E7J9EAw4kR8CKADzwApNQ?authuser=0&hl=en&rclk=1,Monster Mini Golf Fairfield,4.5,-711,Miniature golf course,·,,·,194 US-46,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipPXUROXZD1ayaW1BZvn9kaDgOvc2JJIXYKtFoNi=w138-h92-k-no,"""I like that they have mini golf as well as VR and arcade games.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/InHome+Golf/data=!4m7!3m6!1s0x89c257dbe92aa479:0xc2224f0a2babfcec!8m2!3d40.8066686!4d-74.1059141!16s%2Fg%2F11s2n7wxjx!19sChIJeaQq6dtXwokR7PyrKwpPIsI?authuser=0&hl=en&rclk=1,InHome Golf,5,-2,Golf course,·,,·,1000 Wall St W,Closed,⋅ Opens 8 a.m. Mon,https://lh3.googleusercontent.com/p/AF1QipNucdWYALhZ1d0xoTs0djZO1tqX5t-YK4vT9hM=w122-h92-k-no,In-store shopping,
https://www.google.ca/maps/place/Monster+Mini+Golf+Paramus/data=!4m7!3m6!1s0x89c2fadc80a4db4f:0xc45dfffa8ffb77b2!8m2!3d40.9487701!4d-74.0687029!16s%2Fg%2F1tj6vrw2!19sChIJT9ukgNz6wokRsnf7j_r_XcQ?authuser=0&hl=en&rclk=1,Monster Mini Golf Paramus,4.4,-827,Miniature golf course,·,,·,49 E Midland Ave,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipMbTX47w1vTCk1DwD3a_LBdsFFvs5dhyC1MdzII=w137-h92-k-no,"""Inexpensive, great mini golf course, and fun selection of arcade games!""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/GOLFTEC+Paramus/data=!4m7!3m6!1s0x89c2fb46ceb37fe1:0xfb630e67f7c6bd4!8m2!3d40.9308609!4d-74.0713195!16s%2Fg%2F11rl4r4pq9!19sChIJ4X-zzkb7wokR1Gt8f-Ywtg8?authuser=0&hl=en&rclk=1,GOLFTEC Paramus,5,-8,Golf instructor,·,,·,141 NJ-17,Open,⋅ Closes 5 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nomDklhx4aghMYF9Pn-VRiomhKr-SrY5mHQXgdjgQywzkedlv8q7qnRcGmALtnnfyrk-WQMHUXjchsfa_PVdi5OlsWzTHu0XJh16f2F8NIZ1bGdQWfXyMTzb1FCeFOxUcGiLT1Y=w80-h106-k-no,Onsite services,
https://www.google.ca/maps/place/Willowbrook+Golf+Center/data=!4m7!3m6!1s0x89c30196f2050a11:0x96b741e3176cefb7!8m2!3d40.8932158!4d-74.2472321!16s%2Fg%2F1tfgqb4q!19sChIJEQoF8pYBw4kRt-9sF-NBt5Y?authuser=0&hl=en&rclk=1,Willowbrook Golf Center,4.2,-629,Golf driving range,·,,·,"Service Road, 366 US-46 E",Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqmih3ifqVjgCXFpCcOa0b9WpWAL6F_pb1GnqscTYpiISc56KL4fSKMHe9wd84dPYlJnYcajPuXZmeps9mXZROrept6Qa73fXu-wBmhTk83MfUd7xc2q1wvZUoYmgq49JFFqwRp=w122-h92-k-no,"""They have a huge",https://ssl.gstatic.com/local/servicebusiness/default_user.png
