map url,Name,rating,reviews,keyword,Address,city,postal,state,country,region,website link,website short,,,FQ2IWe src,ah5Ghc,Jn12ke src
https://www.google.ca/maps/place/Le+Club+B2golf/data=!4m7!3m6!1s0x4cb897c59a61b3e1:0x2a1dbac8b0ae6b50!8m2!3d46.8344324!4d-71.2739032!16s%2Fg%2F11ckc95w0d!19sChIJ4bNhmsWXuEwRUGuusMi6HSo?authuser=0&hl=en&rclk=1,Le Club B2golf,4.9,-34,Indoor golf course,710 Rue Bouvier #155,,,qc,can,,,,Closed,⋅ Opens 9 a.m. Tue,https://lh5.googleusercontent.com/p/AF1QipMmP5q1oxTlv6fcVQyUcWnlWXVMrYsUy8g7_FRB=w122-h92-k-no,,
https://www.google.ca/maps/place/Centre+De+Golf+Jacques+C%C3%B4t%C3%A9+Inc/data=!4m7!3m6!1s0x4cb8bc2e296cb447:0x315b5a0855d3da1b!8m2!3d46.8794605!4d-71.1837433!16s%2Fg%2F1tdkx8mm!19sChIJR7RsKS68uEwRG9rTVQhaWzE?authuser=0&hl=en&rclk=1,Centre De Golf Jacques Côté Inc,4.3,-24,Indoor golf course,400 Bd Armand-Paris,,,qc,can,,,,Open,⋅ Closes 12 a.m.,https://lh3.googleusercontent.com/p/AF1QipOuI8Mhc4qF1jRF9m3SzaMvQw2uNnEwWWC3KiJI=w80-h92-k-no-pi-0-ya269.82916-ro0-fo100,,
https://www.google.ca/maps/place/Golf+ME/data=!4m7!3m6!1s0x4cc7097ea2d8a3d9:0x46f4a00bccba6ed0!8m2!3d46.7570273!4d-72.2703446!16s%2Fg%2F11vr5ww20c!19sChIJ2aPYon4Jx0wR0G66zAug9EY?authuser=0&hl=en&rclk=1,Golf ME,5,-3,Indoor golf course,442 Rue St Paul,,,qc,can,,,,Open,⋅ Closes 10 p.m.,https://lh5.googleusercontent.com/p/AF1QipOu2wuvJeWCwMlRUByV8gltdGbuvPS8QqdrcJgG=w80-h148-k-no,,
https://www.google.ca/maps/place/Putting+Edge+Centropolis/data=!4m7!3m6!1s0x4cc923c87322b28b:0x519065753eccc08d!8m2!3d45.5625194!4d-73.7448669!16s%2Fg%2F1v3kh3hn!19sChIJi7Iic8gjyUwRjcDMPnVlkFE?authuser=0&hl=en&rclk=1,Putting Edge Centropolis,4.1,-890,Indoor golf course,105 Prom. Du Centropolis,,,qc,can,,,,Open,⋅ Closes 7 p.m.,https://lh5.googleusercontent.com/p/AF1QipMNru8S0k8x-iiT8Znq6XqZMjO7LGDzEYt3sKZp=w166-h92-k-no,Onsite services,
https://www.google.ca/maps/place/Golf+In+Joliette/data=!4m7!3m6!1s0x4cc8bdf1e36ba979:0x5d29087c608cedbe!8m2!3d46.013306!4d-73.423726!16s%2Fg%2F1td32nnt!19sChIJealr4_G9yEwRvu2MYHwIKV0?authuser=0&hl=en&rclk=1,Golf In Joliette,4.4,-7,Indoor golf course,945 Rue Nicoletti,,,qc,can,,,,Open,⋅ Closes 8 p.m.,https://lh5.googleusercontent.com/p/AF1QipProudFNz0IFfqkrNUSHo7uW1ZEbKGOSpLHWyp-=w138-h92-k-no,,
"https://www.google.ca/maps/place/Nakhjavani+Golf+-+Cours+de+Golf+,+Golf+Int%C3%A9rieur/data=!4m7!3m6!1s0x4cc917359fb145c3:0xe7699cf34aa9addb!8m2!3d45.4704614!4d-73.708939!16s%2Fg%2F11h04my1np!19sChIJw0WxnzUXyUwR262pSvOcaec?authuser=0&hl=en&rclk=1","Nakhjavani Golf - Cours de Golf , Golf Intérieur",5,-160,Golf instructor,9428 De la Côte-de-Liesse Rd,,,qc,can,,,,Closed,⋅ Opens 10 a.m. Tue,https://lh5.googleusercontent.com/p/AF1QipOskVOKnv5u7jahlNN6fCz3GP-7VwrJBpEMIjH1=w80-h106-k-no,Onsite services,
https://www.google.ca/maps/place/Le+Veston+Vert/data=!4m7!3m6!1s0x4cc969d635d815d5:0xfd6579442a70e5f5!8m2!3d45.2528911!4d-73.7973581!16s%2Fg%2F11k3wtlfgj!19sChIJ1RXYNdZpyUwR9eVwKkR5Zf0?authuser=0&hl=en&rclk=1,Le Veston Vert,4.9,-18,Indoor golf course,265 Rue Saint-Joseph,,,qc,can,,,,Open,⋅ Closes 12 a.m.,https://lh5.googleusercontent.com/p/AF1QipPN_zhl-wZ09yCRevw_qetGTVZysWlquogQR9da=w199-h92-k-no,,
https://www.google.ca/maps/place/Golf-O-Max+Victoriaville/data=!4m7!3m6!1s0x4cb8016aa60b5543:0xbc9c9e7fe3ec897a!8m2!3d46.0666936!4d-71.9675826!16s%2Fg%2F1tgnlpdv!19sChIJQ1ULpmoBuEwReons43-enLw?authuser=0&hl=en&rclk=1,Golf-O-Max Victoriaville,4,-4,Indoor golf course,450 Boul. des Bois-Francs N,,,qc,can,,,,,,https://lh5.googleusercontent.com/p/AF1QipMyo9Qyf7ROZwJwu12vY9ULZCVovmJUttkcu8Br=w138-h92-k-no,,
"https://www.google.ca/maps/place/Golf+O+Max,+Candiac/data=!4m7!3m6!1s0x4cc90fa7eea3e489:0x7cf74a4021ded1a!8m2!3d45.3927581!4d-73.5165354!16s%2Fg%2F11s647slbw!19sChIJieSj7qcPyUwRGu0dAqR0zwc?authuser=0&hl=en&rclk=1","Golf O Max, Candiac",4,-4,Indoor golf course,19 Bd Montcalm N,,,qc,can,,,,Open,⋅ Closes 3 a.m.,https://lh5.googleusercontent.com/p/AF1QipNy6ynUob2nkIRL4_WB5fFpkAccNubb2wq8QLLp=w122-h92-k-no,Dine-in,
https://www.google.ca/maps/place/Woodstock+Indoor+Golf/data=!4m7!3m6!1s0x4ca493a69bd2852f:0x10a6581ed55f03e9!8m2!3d46.1658127!4d-67.5970005!16s%2Fg%2F11w8nztjcc!19sChIJL4XSm6aTpEwR6QNf1R5YphA?authuser=0&hl=en&rclk=1,Woodstock Indoor Golf,,,Golf driving range,337 Connell St,,,qc,can,,,,Open,⋅ Closes 10 p.m.,https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,,
https://www.google.ca/maps/place/Goplex+e-karting+%2B/data=!4m7!3m6!1s0x4cc90f2ef4b81239:0x71cd1aef43e38566!8m2!3d45.4434341!4d-73.4715676!16s%2Fg%2F11jlpccd_h!19sChIJORK49C4PyUwRZoXjQ-8azXE?authuser=0&hl=en&rclk=1,Goplex e-karting +,4.6,-771,Indoor golf course,8505 Taschereau Blvd,,,qc,can,,,,,,https://lh5.googleusercontent.com/p/AF1QipOuwj1LPiUmOAH8LqCjKMAcKxJzmNINxnzkiSf2=w137-h92-k-no,Onsite services,
https://www.google.ca/maps/place/Bar+Laitier+Mini+Golf+Fluo+S%27amuse/data=!4m7!3m6!1s0x4cb897593b1162d9:0xf9acc5f23f0292aa!8m2!3d46.8455401!4d-71.2653822!16s%2Fg%2F11fn0d4b9s!19sChIJ2WIRO1mXuEwRqpICP_LFrPk?authuser=0&hl=en&rclk=1,Bar Laitier Mini Golf Fluo S'amuse,4.5,-823,Miniature golf course,475 Boul de l'Atrium Local 105,,,qc,can,,,,Open,⋅ Closes 10 p.m.,https://lh5.googleusercontent.com/p/AF1QipMfIcnn_iHuPUb1O7wjRL7TuU7d7faMtdVuKRoY=w122-h92-k-no,"""The courses are fun and the ambience is family friendly.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Dooly%27s+Bromont/data=!4m7!3m6!1s0x4cc9da4b4355ba4f:0x9b69e5e8e6b97b6d!8m2!3d45.3053131!4d-72.6797637!16s%2Fg%2F1thcrzf7!19sChIJT7pVQ0vayUwRbXu55ujlaZs?authuser=0&hl=en&rclk=1,Dooly's Bromont,4.2,-231,Indoor golf course,1381 Rue Shefford,,,qc,can,,,,Open,⋅ Closes 11 p.m.,https://lh5.googleusercontent.com/p/AF1QipM4aXUwt0ZeKKBB6lwSTQU_nkr7cqOr0XxbSSDn=w138-h92-k-no,Dine-in,
https://www.google.ca/maps/place/Jurassique+Golf+et+Amusements/data=!4m7!3m6!1s0x4cc905236d07ae6f:0xf6ae54a98884447!8m2!3d45.470006!4d-73.467158!16s%2Fg%2F11wbz871qj!19sChIJb64HbSMFyUwRR0SImErlag8?authuser=0&hl=en&rclk=1,Jurassique Golf et Amusements,4.5,-188,Miniature golf course,6633B Taschereau Blvd,,,qc,can,,,,Open,⋅ Closes 7 p.m.,https://lh5.googleusercontent.com/p/AF1QipPVJpaQO1yagiz2sbdu-FUkqcWTpWGX13NLG9FV=w80-h106-k-no,"""Really great",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/GolfIn/data=!4m7!3m6!1s0x4cb9eaaa718cd30d:0x96144bbb9d82e600!8m2!3d46.1334363!4d-70.6830875!16s%2Fg%2F11b7wc5cdg!19sChIJDdOMcarquUwRAOaCnbtLFJY?authuser=0&hl=en&rclk=1,GolfIn,5,-3,Corporate office,9555 Av. 10e,,,qc,can,,,,Closed,⋅ Opens 8 a.m. Mon,https://lh5.googleusercontent.com/p/AF1QipMjswnxvMqDq1fa9t2-M3wWMuEPArgHjBVkoJoD=w137-h92-k-no,,
https://www.google.ca/maps/place/Golf+en+Ville/data=!4m7!3m6!1s0x4cc91d8e1f944a0f:0x461793491087d4ea!8m2!3d45.5726795!4d-73.5485825!16s%2Fg%2F11x27v1rvj!19sChIJD0qUH44dyUwR6tSHEEmTF0Y?authuser=0&hl=en&rclk=1,Golf en Ville,,,Indoor golf course,5674 Sherbrooke St E,,,qc,can,,,,,,https://lh5.googleusercontent.com/p/AF1QipPEfycde-IxjFaN27foJq8MKD8KtLSm1T9RXPqf=w80-h100-k-no,,
https://www.google.ca/maps/place/Golf+Ex%C3%A9cutif+Montr%C3%A9al/data=!4m7!3m6!1s0x4cc911f56a005b83:0x87f4e97873df6dab!8m2!3d45.4539688!4d-73.5585014!16s%2Fg%2F11h6l72gmz!19sChIJg1sAavURyUwRq23fc3jp9Ic?authuser=0&hl=en&rclk=1,Golf Exécutif Montréal,4.1,-192,Golf course,999 Bd de la Forêt,,,qc,can,,,,,,https://lh5.googleusercontent.com/p/AF1QipNpSZOWagM8XgbrplMQV5ey_rncbZKD8lW8toTO=w143-h92-k-no,"""In the winter, it’s an",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Straight+Shooter+Mini+Golf/data=!4m7!3m6!1s0x4ccc220d7311bc03:0x860d7e8420425cbe!8m2!3d45.1292609!4d-74.8218457!16s%2Fg%2F11cn7th0b2!19sChIJA7wRcw0izEwRvlxCIIR-DYY?authuser=0&hl=en&rclk=1,Straight Shooter Mini Golf,4,-13,Miniature golf course,4631 St Andrews Rd,,,qc,can,,,,,,https://lh5.googleusercontent.com/p/AF1QipPT24T2PAqN5XiQHSQdMidNcDMw-zUh7ILAuk2K=w80-h142-k-no,,
https://www.google.ca/maps/place/Mini-golf+Le+Petit+G%C3%A9ant/data=!4m7!3m6!1s0x4ccf77d10e5afc07:0x7ec8eacdf1bfa64f!8m2!3d46.2123804!4d-74.5851922!16s%2Fg%2F11bxfjzymv!19sChIJB_xaDtF3z0wRT6a_8c3qyH4?authuser=0&hl=en&rclk=1,Mini-golf Le Petit Géant,4.1,-182,Miniature golf course,140 Chem. au Pied de la Montagne,,,qc,can,,,,,,https://lh5.googleusercontent.com/p/AF1QipNUvPA_WDCts6Rxbj--32YM9Nk9S9MmrGtjRrZU=w138-h92-k-no,"""It is fun but they said they open at 9am at they where not open at 9:30am""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.ca/maps/place/Coffee+Bistro+Le+Virtuel/data=!4m7!3m6!1s0x4cc813c962f9c92f:0xe09f781455f322f7!8m2!3d45.9043293!4d-72.5298802!16s%2Fg%2F1hc7jv1q7!19sChIJL8n5YskTyEwR9yLzVRR4n-A?authuser=0&hl=en&rclk=1,Coffee Bistro Le Virtuel,4.4,-7,Indoor golf course,230 Boulevard Saint-Joseph O #400,,,qc,can,,,,,,https://lh5.googleusercontent.com/p/AF1QipMJnyBrK9mpqQLo7bpc7WeKwJdN5dLq5qzHZK3E=w122-h92-k-no,,
